-63.102	52.148	0.98769
-63.318	56.997	0.99902
-63.503	61.823	1.0083
-63.661	66.63	1.0158
-63.793	71.421	1.0219
-63.9	76.201	1.0267
-63.986	80.971	1.0305
-64.052	85.735	1.0333
-64.098	90.492	1.0353
-64.126	95.247	1.0365
-64.135	100	1.0368
-53.433	0	0.59614
-53.698	6.1051	0.65749
-54.255	11.868	0.73255
-54.874	17.352	0.79829
-55.472	22.636	0.8517
-56.02	27.779	0.89397
-56.509	32.822	0.92718
-56.94	37.789	0.95328
-57.317	42.702	0.97384
-57.645	47.572	0.99012
-57.928	52.409	1.003
-58.171	57.221	1.0133
-58.378	62.013	1.0215
-58.552	66.79	1.0281
-58.697	71.554	1.0333
-58.816	76.308	1.0373
-58.91	81.055	1.0404
-58.982	85.796	1.0427
-59.032	90.533	1.0443
-59.062	95.267	1.0452
-59.072	100	1.0456
-46.067	0.24885	0.48518
-47.168	6.87	0.59927
-48.222	12.697	0.72305
-49.145	18.126	0.81064
-49.938	23.328	0.87327
-50.617	28.386	0.91876
-51.199	33.35	0.95232
-51.697	38.247	0.97739
-52.124	43.096	0.99634
-52.489	47.911	1.0108
-52.8	52.7	1.0218
-53.065	57.468	1.0304
-53.289	62.222	1.037
-53.477	66.964	1.0421
-53.632	71.697	1.0461
-53.759	76.423	1.0491
-53.859	81.144	1.0514
-53.935	85.861	1.053
-53.989	90.576	1.0542
-54.021	95.288	1.0548
-54.032	100	1.055
-38.283	2.4884	0.52253
-40.708	8.5012	0.64671
-42.338	13.972	0.77578
-43.562	19.159	0.86159
-44.533	24.182	0.9199
-45.326	29.102	0.96047
-45.984	33.954	0.98924
-46.535	38.759	1.0099
-47	43.531	1.025
-47.393	48.28	1.036
-47.725	53.013	1.0441
-48.005	57.733	1.05
-48.241	62.444	1.0544
-48.438	67.148	1.0577
-48.6	71.848	1.0601
-48.732	76.544	1.0619
-48.836	81.238	1.0631
-48.915	85.93	1.064
-48.97	90.621	1.0646
-49.003	95.31	1.065
-49.014	100	1.0651
-32.522	6.1241	0.79376
-35.079	10.766	0.85169
-36.899	15.575	0.91017
-38.263	20.382	0.95837
-39.329	25.156	0.99422
-40.187	29.896	1.0199
-40.889	34.611	1.038
-41.471	39.308	1.0507
-41.958	43.993	1.0594
-42.366	48.669	1.0653
-42.709	53.34	1.0693
-42.996	58.007	1.0719
-43.237	62.673	1.0735
-43.438	67.338	1.0745
-43.602	72.003	1.0751
-43.736	76.669	1.0754
-43.841	81.334	1.0755
-43.921	86	1.0755
-43.977	90.667	1.0755
-44.01	95.333	1.0755
-44.021	100	1.0755
-28.243	8.8989	1.1788
-30.318	12.893	1.1167
-31.981	17.2	1.0883
-33.303	21.651	1.085
-34.363	26.169	1.0887
-35.224	30.721	1.093
-35.931	35.291	1.0962
-36.517	39.873	1.0979
-37.005	44.464	1.0983
-37.413	49.064	1.0978
-37.755	53.671	1.0968
-38.041	58.284	1.0953
-38.28	62.904	1.0937
-38.478	67.529	1.0921
-38.64	72.158	1.0906
-38.772	76.792	1.0892
-38.875	81.43	1.0881
-38.954	86.07	1.0872
-39.009	90.712	1.0865
-39.041	95.356	1.0861
-39.053	100	1.086
-24.417	10.96	1.4788
-26.05	14.671	1.3581
-27.46	18.667	1.2683
-28.643	22.848	1.2199
-29.624	27.148	1.1915
-30.436	31.526	1.1729
-31.111	35.957	1.1594
-31.673	40.427	1.1487
-32.143	44.927	1.1398
-32.536	49.451	1.1321
-32.865	53.994	1.1254
-33.139	58.554	1.1195
-33.369	63.128	1.1143
-33.558	67.714	1.1099
-33.714	72.309	1.1062
-33.84	76.912	1.1031
-33.938	81.522	1.1005
-34.013	86.137	1.0986
-34.066	90.756	1.0973
-34.097	95.377	1.0965
-34.108	100	1.0962
-20.743	12.564	1.689
-22.039	16.122	1.5532
-23.203	19.924	1.4292
-24.215	23.913	1.3479
-25.077	28.04	1.2924
-25.807	32.271	1.2528
-26.42	36.58	1.2231
-26.935	40.948	1.2
-27.368	45.363	1.1815
-27.731	49.816	1.1663
-28.036	54.299	1.1538
-28.29	58.809	1.1433
-28.502	63.339	1.1345
-28.678	67.887	1.1272
-28.822	72.45	1.1212
-28.938	77.025	1.1163
-29.029	81.609	1.1125
-29.098	86.2	1.1096
-29.146	90.797	1.1075
-29.175	95.398	1.1063
-29.185	100	1.1059
-17.143	13.834	1.8486
-18.179	17.295	1.7093
-19.122	20.968	1.5662
-19.957	24.819	1.4616
-20.685	28.816	1.3848
-21.309	32.929	1.3272
-21.841	37.135	1.2831
-22.292	41.415	1.2486
-22.673	45.756	1.2211
-22.994	50.145	1.1988
-23.263	54.576	1.1806
-23.489	59.039	1.1657
-23.677	63.531	1.1535
-23.833	68.045	1.1434
-23.961	72.578	1.1352
-24.064	77.127	1.1286
-24.145	81.687	1.1235
-24.206	86.257	1.1196
-24.249	90.835	1.1169
-24.275	95.416	1.1154
-24.284	100	1.1148
-13.615	14.85	1.9988
-14.424	18.23	1.8435
-15.162	21.808	1.6809
-15.825	25.56	1.5579
-16.41	29.46	1.4643
-16.918	33.482	1.3923
-17.355	37.606	1.3361
-17.729	41.815	1.2918
-18.046	46.093	1.2564
-18.314	50.429	1.2278
-18.541	54.814	1.2046
-18.731	59.238	1.1857
-18.889	63.696	1.1703
-19.02	68.181	1.1577
-19.128	72.688	1.1476
-19.215	77.214	1.1395
-19.283	81.755	1.1331
-19.335	86.307	1.1284
-19.371	90.867	1.1252
-19.393	95.432	1.1232
-19.401	100	1.1226
-10.167	15.615	2.1202
-10.748	18.937	1.9495
-11.29	22.451	1.771
-11.783	26.134	1.6344
-12.222	29.964	1.5283
-12.607	33.919	1.4453
-12.942	37.981	1.3797
-13.229	42.135	1.3275
-13.475	46.365	1.2857
-13.683	50.659	1.2519
-13.86	55.006	1.2246
-14.008	59.399	1.2023
-14.132	63.83	1.1843
-14.234	68.291	1.1696
-14.319	72.778	1.1578
-14.387	77.286	1.1484
-14.441	81.81	1.1411
-14.481	86.347	1.1357
-14.51	90.893	1.1319
-14.527	95.445	1.1297
-14.534	100	1.1289
-6.7359	16.115	2.1706
-7.1162	19.424	2.0115
-7.4743	22.903	1.8328
-7.802	26.541	1.6891
-8.0959	30.324	1.575
-8.3556	34.234	1.4842
-8.5821	38.253	1.412
-8.778	42.368	1.3541
-8.9459	46.563	1.3076
-9.0891	50.827	1.27
-9.2104	55.148	1.2395
-9.3126	59.518	1.2148
-9.3983	63.928	1.1947
-9.4694	68.372	1.1785
-9.528	72.844	1.1654
-9.5753	77.338	1.155
-9.6127	81.85	1.147
-9.6411	86.376	1.141
-9.6613	90.912	1.1369
-9.6736	95.454	1.1345
-9.6781	100	1.1337
-3.2987	16.431	2.2246
-3.5086	19.718	2.0577
-3.6934	23.172	1.8723
-3.8599	26.784	1.7228
-4.0092	30.54	1.6035
-4.1416	34.423	1.5081
-4.2577	38.418	1.4318
-4.3585	42.509	1.3705
-4.4454	46.684	1.3211
-4.5197	50.929	1.2812
-4.5829	55.234	1.2488
-4.6363	59.59	1.2225
-4.6813	63.988	1.2012
-4.7188	68.422	1.184
-4.7497	72.884	1.1701
-4.7749	77.37	1.1592
-4.7949	81.875	1.1507
-4.8102	86.394	1.1444
-4.8213	90.924	1.14
-4.8283	95.46	1.1374
-4.831	100	1.1366
0.073754	16.571	2.2796
0.070171	19.822	2.0881
0.066359	23.261	1.8885
0.062193	26.864	1.7347
0.057841	30.611	1.6131
0.053455	34.485	1.5162
0.04913	38.472	1.4385
0.044937	42.556	1.3761
0.040931	46.724	1.3257
0.037153	50.963	1.285
0.033624	55.263	1.252
0.030353	59.614	1.2252
0.027341	64.008	1.2034
0.024583	68.438	1.1859
0.022068	72.898	1.1718
0.019783	77.381	1.1606
0.017719	81.883	1.1519
0.015865	86.4	1.1455
0.014204	90.928	1.1411
0.012764	95.462	1.1384
0.011932	100	1.1376
3.4486	16.42	2.2216
3.6494	19.709	2.0562
3.826	23.165	1.8717
3.9841	26.779	1.7225
4.1247	30.536	1.6033
4.2483	34.42	1.508
4.3557	38.415	1.4318
4.4482	42.507	1.3705
4.527	46.682	1.3212
4.5937	50.928	1.2812
4.6499	55.233	1.2489
4.6968	59.589	1.2226
4.7358	63.988	1.2013
4.7678	68.421	1.184
4.7937	72.884	1.1702
4.8143	77.37	1.1592
4.8302	81.875	1.1507
4.8419	86.394	1.1444
4.8496	90.924	1.14
4.8537	95.46	1.1375
4.8547	100	1.1366
6.8863	16.096	2.1695
7.2567	19.408	2.0105
7.6064	22.89	1.832
7.9255	26.531	1.6886
8.2106	30.316	1.5747
8.4614	34.227	1.4841
8.6794	38.248	1.412
8.8668	42.364	1.3542
9.0268	46.56	1.3077
9.1625	50.824	1.2701
9.2768	55.146	1.2397
9.3725	59.517	1.2149
9.4522	63.927	1.1948
9.5179	68.371	1.1786
9.5715	72.843	1.1655
9.6143	77.338	1.1552
9.6477	81.85	1.1471
9.6724	86.376	1.1411
9.6893	90.912	1.137
9.6988	95.454	1.1345
9.7016	100	1.1337
10.315	15.587	2.1186
10.887	18.914	1.948
11.421	22.432	1.7699
11.905	26.119	1.6337
12.335	29.952	1.528
12.712	33.91	1.4451
13.038	37.974	1.3797
13.317	42.129	1.3276
13.554	46.36	1.2858
13.756	50.655	1.2521
13.925	55.004	1.2248
14.067	59.398	1.2025
14.185	63.828	1.1845
14.282	68.29	1.1698
14.362	72.777	1.1579
14.425	77.285	1.1485
14.475	81.809	1.1412
14.512	86.346	1.1358
14.538	90.893	1.132
14.552	95.445	1.1298
14.557	100	1.1291
13.76	14.812	1.9963
14.561	18.199	1.8416
15.291	21.784	1.6797
15.946	25.541	1.5572
16.521	29.444	1.464
17.02	33.47	1.3922
17.449	37.597	1.3362
17.814	41.808	1.292
18.124	46.088	1.2566
18.385	50.425	1.2281
18.604	54.811	1.2049
18.788	59.236	1.186
18.941	63.694	1.1706
19.067	68.18	1.158
19.17	72.688	1.1478
19.252	77.214	1.1397
19.317	81.755	1.1333
19.365	86.306	1.1286
19.398	90.867	1.1253
19.417	95.432	1.1234
19.424	100	1.1227
17.285	13.788	1.8468
18.313	17.258	1.7075
19.248	20.938	1.5649
20.075	24.796	1.4609
20.794	28.798	1.3844
21.409	32.916	1.3272
21.933	37.125	1.2833
22.375	41.408	1.2489
22.748	45.75	1.2214
23.062	50.141	1.1992
23.325	54.572	1.181
23.545	59.037	1.1661
23.727	63.529	1.1538
23.878	68.044	1.1437
24.001	72.577	1.1355
24.1	77.126	1.1289
24.177	81.687	1.1237
24.235	86.257	1.1198
24.275	90.834	1.1171
24.298	95.416	1.1155
24.306	100	1.115
20.88	12.51	1.687
22.169	16.079	1.551
23.326	19.89	1.4278
24.329	23.887	1.3472
25.183	28.021	1.2922
25.903	32.256	1.2529
26.508	36.569	1.2234
27.016	40.939	1.2004
27.441	45.356	1.182
27.797	49.811	1.1668
28.095	54.296	1.1542
28.344	58.806	1.1437
28.55	63.337	1.1349
28.721	67.886	1.1276
28.86	72.449	1.1216
28.972	77.024	1.1167
29.06	81.608	1.1128
29.126	86.2	1.1098
29.171	90.797	1.1078
29.198	95.398	1.1065
29.206	100	1.1061
24.546	10.897	1.4749
26.176	14.621	1.3551
27.579	18.63	1.2667
28.753	22.821	1.2193
29.725	27.128	1.1914
30.529	31.511	1.1732
31.196	35.946	1.1599
31.75	40.419	1.1493
32.212	44.921	1.1404
32.598	49.446	1.1327
32.921	53.991	1.1259
33.19	58.552	1.12
33.414	63.126	1.1148
33.6	67.712	1.1103
33.751	72.308	1.1066
33.873	76.912	1.1034
33.968	81.522	1.1009
34.04	86.137	1.0989
34.089	90.756	1.0975
34.118	95.377	1.0967
34.128	100	1.0964
28.369	8.8232	1.1725
30.442	12.84	1.1132
32.097	17.162	1.087
33.409	21.624	1.0848
34.459	26.15	1.089
35.312	30.706	1.0936
36.011	35.28	1.0969
36.589	39.865	1.0986
37.07	44.458	1.099
37.472	49.059	1.0985
37.808	53.667	1.0974
38.089	58.282	1.0959
38.323	62.902	1.0943
38.517	67.527	1.0926
38.675	72.157	1.091
38.803	76.792	1.0896
38.903	81.429	1.0884
38.979	86.07	1.0875
39.031	90.712	1.0868
39.061	95.356	1.0863
39.071	100	1.0862
32.656	6.0394	0.79023
35.202	10.715	0.84964
37.01	15.542	0.90986
38.363	20.359	0.9588
39.42	25.139	0.99497
40.268	29.884	1.0208
40.963	34.602	1.0389
41.538	39.301	1.0515
42.018	43.987	1.0602
42.421	48.665	1.0661
42.758	53.337	1.07
43.041	58.005	1.0725
43.278	62.672	1.0741
43.474	67.337	1.0751
43.635	72.002	1.0756
43.765	76.668	1.0758
43.867	81.334	1.0759
43.944	86	1.0759
43.998	90.666	1.0758
44.029	95.333	1.0758
44.039	100	1.0758
38.422	2.4337	0.52335
40.824	8.468	0.64756
42.44	13.949	0.77695
43.653	19.142	0.86282
44.615	24.169	0.92111
45.4	29.092	0.96162
46.051	33.946	0.99032
46.596	38.753	1.0109
47.055	43.527	1.0259
47.443	48.277	1.0368
47.77	53.01	1.0448
48.046	57.731	1.0507
48.278	62.442	1.0551
48.471	67.147	1.0583
48.63	71.847	1.0606
48.759	76.544	1.0623
48.86	81.238	1.0636
48.936	85.93	1.0644
48.989	90.62	1.065
49.021	95.31	1.0653
49.031	100	1.0654
46.182	0.24545	0.48825
47.267	6.8579	0.602
48.31	12.685	0.72514
49.225	18.115	0.81237
50.011	23.319	0.87477
50.684	28.379	0.9201
51.259	33.344	0.95352
51.752	38.242	0.97849
52.174	43.093	0.99733
52.534	47.908	1.0117
52.841	52.697	1.0227
53.102	57.467	1.0311
53.322	62.221	1.0377
53.507	66.963	1.0427
53.659	71.696	1.0466
53.783	76.423	1.0496
53.881	81.144	1.0518
53.955	85.861	1.0534
54.006	90.575	1.0545
54.037	95.288	1.0551
54.046	100	1.0553
53.509	0	0.59903
53.773	6.1008	0.65991
54.327	11.862	0.73462
54.942	17.345	0.80008
55.535	22.63	0.85327
56.077	27.774	0.89537
56.562	32.817	0.92844
56.989	37.786	0.95441
57.362	42.699	0.97487
57.685	47.57	0.99105
57.965	52.408	1.0039
58.204	57.22	1.0141
58.408	62.012	1.0222
58.579	66.789	1.0287
58.722	71.553	1.0338
58.838	76.307	1.0378
58.93	81.054	1.0409
58.999	85.795	1.0431
59.048	90.532	1.0447
59.076	95.267	1.0456
59.086	100	1.0459
59.853	0	0.70478
59.965	5.7451	0.72328
60.278	11.354	0.7632
60.684	16.8	0.80703
61.116	22.101	0.84778
61.537	27.285	0.88318
61.93	32.376	0.91299
62.287	37.393	0.93771
62.606	42.353	0.95808
62.888	47.268	0.97482
63.134	52.147	0.98855
63.347	56.996	0.99979
63.53	61.822	1.009
63.685	66.629	1.0165
63.814	71.421	1.0225
63.92	76.201	1.0273
64.004	80.971	1.031
64.068	85.734	1.0338
64.112	90.492	1.0357
64.138	95.247	1.0368
64.147	100	1.0372
65.858	0	0.76013
65.93	5.5493	0.76831
66.125	11.033	0.79109
66.399	16.42	0.82021
66.71	21.706	0.85038
67.029	26.901	0.87884
67.338	32.016	0.90443
67.628	37.066	0.92681
67.892	42.06	0.94608
68.13	47.008	0.96251
68.341	51.919	0.97641
68.525	56.799	0.98812
68.684	61.653	0.9979
68.819	66.486	1.006
68.933	71.303	1.0127
69.027	76.105	1.0181
69.101	80.896	1.0223
69.158	85.679	1.0254
69.198	90.456	1.0276
69.221	95.229	1.0289
69.229	100	1.0294
71.706	0	0.79409
71.755	5.4295	0.79923
71.884	10.822	0.81361
72.072	16.154	0.83364
72.294	21.416	0.85609
72.532	26.607	0.87875
72.769	31.733	0.9003
72.997	36.801	0.92008
73.21	41.818	0.93781
73.404	46.791	0.95346
73.577	51.726	0.9671
73.731	56.631	0.97887
73.864	61.508	0.98892
73.979	66.363	0.99741
74.076	71.2	1.0045
74.155	76.022	1.0102
74.219	80.831	1.0148
74.268	85.631	1.0183
74.302	90.425	1.0207
74.322	95.213	1.0222
74.328	100	1.0226
77.455	0	0.81718
77.488	5.3519	0.82073
77.575	10.681	0.83063
77.705	15.968	0.84512
77.862	21.205	0.86229
78.035	26.387	0.88055
78.212	31.516	0.89875
78.385	36.594	0.91615
78.548	41.625	0.93232
78.7	46.616	0.94702
78.837	51.57	0.96018
78.96	56.493	0.97179
79.067	61.389	0.98189
79.159	66.261	0.99055
79.237	71.115	0.99786
79.302	75.952	1.0039
79.354	80.777	1.0087
79.394	85.591	1.0124
79.422	90.398	1.015
79.438	95.2	1.0165
79.443	100	1.017
83.139	0	0.83285
83.161	5.301	0.83552
83.219	10.586	0.84289
83.306	15.841	0.85402
83.413	21.057	0.86771
83.533	26.229	0.88286
83.658	31.356	0.89851
83.782	36.439	0.91399
83.901	41.48	0.9288
84.013	46.482	0.94262
84.114	51.449	0.95525
84.205	56.386	0.9666
84.286	61.295	0.97664
84.356	66.181	0.98535
84.415	71.048	0.99278
84.464	75.897	0.99897
84.503	80.733	1.0039
84.533	85.559	1.0078
84.555	90.377	1.0105
84.567	95.19	1.0121
84.571	100	1.0126
88.78	0	0.84302
88.794	5.2685	0.8452
88.83	10.525	0.85114
88.883	15.757	0.86026
88.95	20.958	0.87179
89.026	26.123	0.88488
89.106	31.247	0.8988
89.186	36.332	0.91289
89.263	41.378	0.92667
89.336	46.388	0.93978
89.403	51.364	0.95197
89.464	56.31	0.96308
89.517	61.228	0.97301
89.564	66.124	0.98172
89.603	70.999	0.9892
89.636	75.858	0.99547
89.663	80.702	1.0005
89.683	85.536	1.0044
89.697	90.362	1.0072
89.706	95.182	1.0089
89.709	100	1.0094
94.396	0	0.84877
94.403	5.2504	0.85069
94.42	10.49	0.85589
94.445	15.71	0.86395
94.478	20.902	0.87429
94.514	26.061	0.88622
94.553	31.184	0.89912
94.592	36.269	0.91239
94.63	41.318	0.92554
94.667	46.332	0.93821
94.7	51.313	0.9501
94.73	56.264	0.96103
94.757	61.188	0.97088
94.78	66.089	0.97957
94.8	70.97	0.98708
94.816	75.834	0.99338
94.83	80.683	0.9985
94.84	85.522	1.0025
94.847	90.353	1.0053
94.851	95.178	1.0069
94.853	100	1.0075
100	0	0.85066
100	5.2443	0.85251
100	10.479	0.85746
100	15.694	0.86518
100	20.883	0.87512
100	26.04	0.88668
100	31.162	0.89924
100	36.248	0.91223
100	41.298	0.92518
100	46.313	0.93769
100	51.296	0.94949
100	56.249	0.96036
100	61.175	0.97018
100	66.078	0.97886
100	70.96	0.98637
100	75.826	0.99269
100	80.677	0.99783
100	85.517	1.0018
100	90.349	1.0046
100	95.176	1.0063
100	100	1.0068
